Job Title,Salary Estimate,Salary_Min,Salary_Max,Salary_Mid,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Easy Apply,lat,lng,STATE
QA Analyst with Big Data / Hadoop experience,$42K-$77K (Glassdoor est.),42000,77000,59500,3.8,"PruTech Solutions, Inc.
3.8","Charlotte, NC","Iselin, NJ",201 to 500 employees,1998,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1,-1,35.208,-80.8304,NC
Senior Data Analyst,$42K-$77K (Glassdoor est.),42000,77000,59500,3.6,"Randstad US
3.6","Charlotte, NC","Atlanta, GA",1001 to 5000 employees,-1,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,35.208,-80.8304,NC
Data Analyst,$42K-$77K (Glassdoor est.),42000,77000,59500,2.4,"CURO Health Services
2.4","Mooresville, NC","Mooresville, NC",201 to 500 employees,2010,Company - Private,Health Care Services & Hospitals,Health Care,$10 to $25 million (USD),"Amedisys, VitaS, Compassus",-1,35.5849,-80.8265,NC
Data Analyst with SQL Exp,$42K-$77K (Glassdoor est.),42000,77000,59500,-1,LiveMindz,"Charlotte, NC","Dallas, TX",51 to 200 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,35.208,-80.8304,NC
Big Data Business Analyst,$42K-$77K (Glassdoor est.),42000,77000,59500,-1,Swift Pace Solutions,"Charlotte, NC","Irving, TX",1 to 50 employees,2013,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1,-1,35.208,-80.8304,NC
Sr Data Management Analyst,$42K-$77K (Glassdoor est.),42000,77000,59500,3.5,"Employbridge
3.5","Charlotte, NC","Atlanta, GA",1001 to 5000 employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),-1,-1,35.208,-80.8304,NC
Data Scientist Sr. - Conversation Designer & NLP Analyst,$39K-$70K (Glassdoor est.),39000,70000,54500,3.4,"PNC Financial Services Group
3.4","Charlotte, NC","Pittsburgh, PA",10000+ employees,1845,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),"J.P. Morgan, Bank of America",-1,35.208,-80.8304,NC
Analytic Consultant 4 - Data Analyst,$39K-$70K (Glassdoor est.),39000,70000,54500,3.6,"Wells Fargo
3.6","Charlotte, NC","San Francisco, CA",10000+ employees,1852,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),-1,-1,35.208,-80.8304,NC
Data Analyst â Junior,$39K-$70K (Glassdoor est.),39000,70000,54500,5,"Staffigo Technical Services, LLC
5.0","Charlotte, NC","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,35.208,-80.8304,NC
Data Analyst (Marketing),$57K-$104K (Glassdoor est.),57000,104000,80500,3.4,"NerdWallet
3.4","San Francisco, CA","San Francisco, CA",201 to 500 employees,2009,Company - Private,Financial Analytics & Research,Finance,Unknown / Non-Applicable,-1,-1,37.7562,-122.443,CA
Sr. Data Analyst for Marketing,$57K-$104K (Glassdoor est.),57000,104000,80500,3.5,"Freedom Financial Network
3.5","San Mateo, CA","San Mateo, CA",1001 to 5000 employees,2002,Company - Private,Investment Banking & Asset Management,Finance,$500 million to $1 billion (USD),-1,-1,37.5521,-122.3122,CA
"Data Analyst, Data and Relevancy, Finance",$57K-$104K (Glassdoor est.),57000,104000,80500,3.5,"Wish
3.5","San Francisco, CA","San Francisco, CA",501 to 1000 employees,2011,Company - Private,Other Retail Stores,Retail,$1 to $2 billion (USD),-1,-1,37.7562,-122.443,CA
"Product Analyst, Data Science",$57K-$104K (Glassdoor est.),57000,104000,80500,4.4,"Google
4.4","San Bruno, CA","Mountain View, CA",10000+ employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD),"Microsoft, Apple, Facebook",-1,37.6254,-122.4313,CA
"Senior Data Analyst, Disney+",$57K-$104K (Glassdoor est.),57000,104000,80500,4,"Walt Disney Co.
4.0","San Francisco, CA","Burbank, CA",10000+ employees,1923,Company - Public,Motion Picture Production & Distribution,Media,$10+ billion (USD),"News Corp, WarnerMedia, NBCUniversal",-1,37.7562,-122.443,CA
"Data Analyst, Lab Operations",$57K-$104K (Glassdoor est.),57000,104000,80500,4.3,"Invitae
4.3","San Francisco, CA","San Francisco, CA",1001 to 5000 employees,2010,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),-1,TRUE,37.7562,-122.443,CA
BI Data Analyst,$57K-$104K (Glassdoor est.),57000,104000,80500,4.3,"Credible
4.3","San Francisco, CA","San Francisco, CA",51 to 200 employees,2012,Company - Public,Lending,Finance,Unknown / Non-Applicable,-1,-1,37.7562,-122.443,CA
Data Systems Analyst,$57K-$104K (Glassdoor est.),57000,104000,80500,3.3,"San Mateo-Foster City Elementary
3.3","San Mateo, CA","Foster City, CA",1001 to 5000 employees,1920,Company - Private,Preschool & Child Care,Education,$50 to $100 million (USD),-1,-1,37.5521,-122.3122,CA
Data Analyst/Data Scientist,$57K-$104K (Glassdoor est.),57000,104000,80500,3.4,"Incedo Inc
3.4","South San Francisco, CA","Iselin, NJ",1001 to 5000 employees,2012,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),"Mu Sigma, ZS Associates, Fractal",-1,37.6536,-122.4197,CA
"Data Science Analyst, Capital Markets",$65K-$120K (Glassdoor est.),65000,120000,92500,3.2,"SoFi
3.2","San Francisco, CA","San Francisco, CA",1001 to 5000 employees,2011,Company - Private,Lending,Finance,Unknown / Non-Applicable,-1,-1,37.7562,-122.443,CA
Data Analyst,$65K-$120K (Glassdoor est.),65000,120000,92500,4,"Spin
4.0","San Francisco, CA","San Francisco, CA",501 to 1000 employees,2016,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,-1,37.7562,-122.443,CA
Data Analyst (Temporary),$65K-$120K (Glassdoor est.),65000,120000,92500,4.8,"HoneyBook
4.8","San Francisco, CA","San Francisco, CA",51 to 200 employees,2013,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,"Intuit, Square, PayPal",-1,37.7562,-122.443,CA
Healthcare Data Analyst - Remote,$65K-$120K (Glassdoor est.),65000,120000,92500,3.3,"Allscripts
3.3","San Francisco, CA","Chicago, IL",5001 to 10000 employees,1986,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),"Cerner, Epic, Athena Health Care Systems",-1,37.7562,-122.443,CA
Data Operations Analyst,$65K-$120K (Glassdoor est.),65000,120000,92500,3.4,"Moody's Analytics
3.4","San Francisco, CA","New York, NY",5001 to 10000 employees,2008,Company - Public,Financial Analytics & Research,Finance,$1 to $2 billion (USD),-1,-1,37.7562,-122.443,CA
"Data Analyst, Financial Crimes",$65K-$120K (Glassdoor est.),65000,120000,92500,4,"Square
4.0","San Francisco, CA","San Francisco, CA",1001 to 5000 employees,2009,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),-1,-1,37.7562,-122.443,CA
BI Data Analyst,$65K-$120K (Glassdoor est.),65000,120000,92500,3.4,"Incedo Inc
3.4","South San Francisco, CA","Iselin, NJ",1001 to 5000 employees,2012,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),"Mu Sigma, ZS Associates, Fractal",-1,37.6536,-122.4197,CA
Data Operations Analyst,$65K-$120K (Glassdoor est.),65000,120000,92500,3.6,"Moody's
3.6","San Francisco, CA","New York, NY",10000+ employees,1900,Company - Public,Financial Analytics & Research,Finance,$2 to $5 billion (USD),-1,-1,37.7562,-122.443,CA
"People Data Analyst, Surveys & Research",$65K-$120K (Glassdoor est.),65000,120000,92500,4.1,"Dropbox
4.1","San Francisco, CA","San Francisco, CA",1001 to 5000 employees,2007,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,-1,37.7562,-122.443,CA
Junior Data Analyst,$69K-$127K (Glassdoor est.),69000,127000,98000,5,"Staffigo Technical Services, LLC
5.0","San Francisco, CA","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,37.7562,-122.443,CA
Data Systems Analyst,$69K-$127K (Glassdoor est.),69000,127000,98000,4.1,"UC San Francisco
4.1","San Francisco, CA","San Francisco, CA",10000+ employees,1864,College / University,-1,-1,$25 to $50 million (USD),-1,-1,37.7562,-122.443,CA
"Data Analyst, Product Insights",$69K-$127K (Glassdoor est.),69000,127000,98000,5,"ClearStory Data
5.0","Redwood City, CA","Menlo Park, CA",51 to 200 employees,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),-1,-1,37.5026,-122.2252,CA
Data Analyst (ETL & Visualization),$93K-$159K (Glassdoor est.),93000,159000,126000,3.1,"FOCUSKPI INC
3.1","San Francisco, CA","Santa Clara, CA",51 to 200 employees,-1,Company - Private,Advertising & Marketing,Business Services,Less than $1 million (USD),-1,-1,37.7562,-122.443,CA
Business Data Analyst,$93K-$159K (Glassdoor est.),93000,159000,126000,3.1,"Scale AI
3.1","San Francisco, CA","San Francisco, CA",51 to 200 employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,-1,37.7562,-122.443,CA
Data Analyst,$93K-$159K (Glassdoor est.),93000,159000,126000,3.2,"QuinStreet
3.2","Foster City, CA","Foster City, CA",501 to 1000 employees,1999,Company - Public,Advertising & Marketing,Business Services,$100 to $500 million (USD),-1,-1,37.5553,-122.2659,CA
"IT Data Analyst, Consultant",$93K-$159K (Glassdoor est.),93000,159000,126000,4.1,"Blue Shield of California
4.1","Oakland, CA","Oakland, CA",5001 to 10000 employees,1939,Nonprofit Organization,Insurance Carriers,Insurance,$10+ billion (USD),-1,-1,37.7903,-122.2165,CA
"Financial Data Analyst, Accounting",$93K-$159K (Glassdoor est.),93000,159000,126000,3.7,"Lyft
3.7","San Francisco, CA","San Francisco, CA",5001 to 10000 employees,2012,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,TRUE,37.7562,-122.443,CA
Data Analyst,$93K-$159K (Glassdoor est.),93000,159000,126000,-1,Atlantis IT group,"Oakland, CA",-1,-1,-1,-1,-1,-1,-1,-1,-1,37.7903,-122.2165,CA
Data Analyst,$82K-$116K (Glassdoor est.),82000,116000,99000,3.3,"AppleOne
3.3","Daly City, CA","Glendale, CA",1001 to 5000 employees,1964,Company - Private,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),"Kelly, Manpower",-1,37.6862,-122.4685,CA
Senior Data Analyst,$82K-$116K (Glassdoor est.),82000,116000,99000,3.4,"Epsilon
3.4","San Francisco, CA","Irving, TX",5001 to 10000 employees,1969,Subsidiary or Business Segment,Advertising & Marketing,Business Services,$2 to $5 billion (USD),Merkle,-1,37.7562,-122.443,CA
"Senior Data Analyst, People Analytics",$82K-$116K (Glassdoor est.),82000,116000,99000,4.1,"Splunk
4.1","San Francisco, CA","San Francisco, CA",1001 to 5000 employees,2003,Company - Public,Enterprise Software & Network Solutions,Information Technology,$1 to $2 billion (USD),-1,-1,37.7562,-122.443,CA
Senior Consulting Data Analyst,$82K-$116K (Glassdoor est.),82000,116000,99000,4,"Kaiser Permanente
4.0","San Francisco, CA","Oakland, CA",10000+ employees,1945,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),"HCA Healthcare, Dignity Health, Sutter Health",-1,37.7562,-122.443,CA
Senior Data Analyst,$82K-$116K (Glassdoor est.),82000,116000,99000,3.6,"Vida
3.6","San Francisco, CA","Vienna, Austria",Unknown,-1,Unknown,-1,-1,Unknown / Non-Applicable,-1,-1,37.7562,-122.443,CA
Sr. Data Analyst,$82K-$116K (Glassdoor est.),82000,116000,99000,4.6,"Housecall Pro
4.6","San Francisco, CA","San Diego, CA",51 to 200 employees,2013,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,-1,37.7562,-122.443,CA
Data Analyst / Scientist / Clinical,$57K-$107K (Glassdoor est.),57000,107000,82000,4.1,"LeadStack, Inc.
4.1","Foster City, CA","San Francisco, CA",51 to 200 employees,2016,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,-1,37.5553,-122.2659,CA
Senior Data Analyst,$57K-$107K (Glassdoor est.),57000,107000,82000,3.4,"Publicis Groupe
3.4","San Francisco, CA","Paris, France",10000+ employees,1926,Company - Public,Advertising & Marketing,Business Services,$5 to $10 billion (USD),"Interpublic Group, Omnicom, WPP",-1,37.7562,-122.443,CA
"IT Data Analyst, Senior",$57K-$107K (Glassdoor est.),57000,107000,82000,4.1,"Blue Shield of California
4.1","Oakland, CA","Oakland, CA",5001 to 10000 employees,1939,Nonprofit Organization,Insurance Carriers,Insurance,$10+ billion (USD),-1,-1,37.7903,-122.2165,CA
Immediate Need For Data Analyst - Solid Financial Organization,$57K-$107K (Glassdoor est.),57000,107000,82000,3.3,"AppleOne
3.3","San Francisco, CA","Glendale, CA",1001 to 5000 employees,1964,Company - Private,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),"Kelly, Manpower",-1,37.7562,-122.443,CA
Data Analyst with Healthcare must- W2/1099 Position,$57K-$107K (Glassdoor est.),57000,107000,82000,-1,Amgenium,"Oakland, CA","Princeton, NJ",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,37.7903,-122.2165,CA
Senior Business Technology Analyst - MDM / Data Management,$47K-$74K (Glassdoor est.),47000,74000,60500,3.8,"ZS Associates
3.8","San Francisco, CA","Evanston, IL",5001 to 10000 employees,1983,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1,-1,37.7562,-122.443,CA
Senior Product Data Analyst,$47K-$74K (Glassdoor est.),47000,74000,60500,3.7,"BOLD
3.7","San Francisco, CA","Guaynabo, PR",201 to 500 employees,2004,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,TRUE,37.7562,-122.443,CA
Data Analyst â Junior,$47K-$74K (Glassdoor est.),47000,74000,60500,5,"Staffigo Technical Services, LLC
5.0","San Francisco, CA","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,37.7562,-122.443,CA
Technical Business Analyst with SQL Data Specialist,$47K-$74K (Glassdoor est.),47000,74000,60500,3,"Central Business Solutions, Inc
3.0","Walnut Creek, CA","Fremont, CA",51 to 200 employees,-1,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,-1,37.9024,-122.0398,CA
Senior SAS Data Analyst,$46K-$72K (Glassdoor est.),46000,72000,59000,4.6,"Ascent
4.6","San Ramon, CA","Concord, CA",1001 to 5000 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,-1,37.7625,-121.9365,CA
Enrollment & Student Services Data and Systems Operations Analyst,$46K-$72K (Glassdoor est.),46000,72000,59000,3.2,"Samuel Merritt University
3.2","Oakland, CA","Oakland, CA",201 to 500 employees,-1,College / University,Colleges & Universities,Education,$50 to $100 million (USD),-1,-1,37.7903,-122.2165,CA
Data Transformation Analyst,$57K-$77K (Glassdoor est.),57000,77000,67000,5,"Centric Consulting
5.0","Indianapolis, IN","Dayton, OH",501 to 1000 employees,1999,Company - Private,Consulting,Business Services,$100 to $500 million (USD),"Accenture, West Monroe, Slalom",-1,39.7771,-86.1458,IN
Healthcare Data Analyst,$57K-$77K (Glassdoor est.),57000,77000,67000,3.8,"Milliman
3.8","Indianapolis, IN","Seattle, WA",1001 to 5000 employees,1947,Company - Private,Consulting,Business Services,$1 to $2 billion (USD),-1,-1,39.7771,-86.1458,IN
Analyst-Data,$57K-$77K (Glassdoor est.),57000,77000,67000,3.6,"Indiana University Health
3.6","Indianapolis, IN","Indianapolis, IN",10000+ employees,-1,Hospital,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD),"Community Health Network (Indiana), St. Vincent's, Franciscan Health",-1,39.7771,-86.1458,IN
Data Analyst,$57K-$77K (Glassdoor est.),57000,77000,67000,3.9,"Pyramid Technology Solutions, Inc.
3.9","Indianapolis, IN","Indianapolis, IN",51 to 200 employees,1994,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1,-1,39.7771,-86.1458,IN
Junior Data Analyst,$57K-$77K (Glassdoor est.),57000,77000,67000,5,"Staffigo Technical Services, LLC
5.0","Indianapolis, IN","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,39.7771,-86.1458,IN
Data Quality Analyst,$57K-$77K (Glassdoor est.),57000,77000,67000,1,"Diverse Tech Staffing
1.0","Indianapolis, IN","Indianapolis, IN",51 to 200 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,39.7771,-86.1458,IN
Healthcare Data Analyst,$57K-$77K (Glassdoor est.),57000,77000,67000,2.9,"Jane Pauley Community Health Center
2.9","Indianapolis, IN","Indianapolis, IN",201 to 500 employees,2009,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10 to $25 million (USD),-1,-1,39.7771,-86.1458,IN
Data Solutions Analyst,$57K-$77K (Glassdoor est.),57000,77000,67000,3.6,"Indiana University Health
3.6","Indianapolis, IN","Indianapolis, IN",10000+ employees,-1,Hospital,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD),"Community Health Network (Indiana), St. Vincent's, Franciscan Health",-1,39.7771,-86.1458,IN
Intermediate Data Science Analyst,$57K-$77K (Glassdoor est.),57000,77000,67000,3.6,"Indiana University Health
3.6","Indianapolis, IN","Indianapolis, IN",10000+ employees,-1,Hospital,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD),"Community Health Network (Indiana), St. Vincent's, Franciscan Health",-1,39.7771,-86.1458,IN
Healthcare Data Analyst Intern,$57K-$77K (Glassdoor est.),57000,77000,67000,3.8,"Milliman
3.8","Indianapolis, IN","Seattle, WA",1001 to 5000 employees,1947,Company - Private,Consulting,Business Services,$1 to $2 billion (USD),-1,-1,39.7771,-86.1458,IN
BI Data Analyst,$57K-$77K (Glassdoor est.),57000,77000,67000,3.9,"Pinnacle Partners
3.9","Indianapolis, IN","Nashville, TN",1001 to 5000 employees,2000,Company - Public,Banks & Credit Unions,Finance,$500 million to $1 billion (USD),-1,-1,39.7771,-86.1458,IN
Data Analyst,$57K-$77K (Glassdoor est.),57000,77000,67000,2.8,"BCforward
2.8","Indianapolis, IN","Indianapolis, IN",1001 to 5000 employees,1998,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1,-1,39.7771,-86.1458,IN
Data Analyst,$57K-$77K (Glassdoor est.),57000,77000,67000,3.2,"dormakaba
3.2","Indianapolis, IN","Rümlang, Switzerland",10000+ employees,2015,Company - Public,Miscellaneous Manufacturing,Manufacturing,$2 to $5 billion (USD),"ASSA ABLOY, Allegion",-1,39.7771,-86.1458,IN
Data Governance Analyst,$57K-$77K (Glassdoor est.),57000,77000,67000,3.3,"GEICO
3.3","Indianapolis, IN","Washington, DC",10000+ employees,1936,Subsidiary or Business Segment,Insurance Carriers,Insurance,$10+ billion (USD),-1,-1,39.7771,-86.1458,IN
Data Analyst,$57K-$77K (Glassdoor est.),57000,77000,67000,3,"Bell Techlogix
3.0","Indianapolis, IN","Indianapolis, IN",501 to 1000 employees,1984,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,-1,39.7771,-86.1458,IN
Data Analyst,$57K-$77K (Glassdoor est.),57000,77000,67000,3.2,"Orbis Education
3.2","Indianapolis, IN","Carmel, IN",51 to 200 employees,-1,Company - Private,-1,-1,$1 to $5 million (USD),-1,-1,39.7771,-86.1458,IN
